inventory_snapshot_id,snapshot_date,store_id,product_id,supplier_id,on_hand_qty,reserved_qty,available_qty,units_sold_30d,avg_daily_sales,lead_time_days,supplier_reliability,days_of_supply
INV00012864,2025-12-31,S026,P00364,SUP0015,2,2,0,4,0.1333,5,0.991,0.0
INV00012865,2025-12-31,S026,P00365,SUP0002,6,1,5,4,0.1333,14,0.955,37.51
INV00012866,2025-12-31,S026,P00366,SUP0044,2,1,1,3,0.1,29,0.972,10.0
INV00012867,2025-12-31,S026,P00367,SUP0024,3,3,0,6,0.2,23,0.912,0.0
INV00012868,2025-12-31,S026,P00368,SUP0011,10,2,8,7,0.2333,24,0.81,34.29
INV00012869,2025-12-31,S026,P00369,SUP0049,1,1,0,1,0.0333,16,0.829,0.0
INV00012870,2025-12-31,S026,P00370,SUP0013,10,2,8,8,0.2667,22,0.804,30.0
INV00012871,2025-12-31,S026,P00371,SUP0038,3,1,2,3,0.1,21,0.846,20.0
INV00012872,2025-12-31,S026,P00372,SUP0021,4,2,2,0,0.0,24,0.903,
INV00012873,2025-12-31,S026,P00373,SUP0026,4,3,1,3,0.1,4,0.845,10.0
INV00012874,2025-12-31,S026,P00374,SUP0017,8,2,6,7,0.2333,4,0.858,25.72
INV00012875,2025-12-31,S026,P00375,SUP0032,1,0,1,1,0.0333,2,0.899,30.03
INV00012876,2025-12-31,S026,P00376,SUP0039,4,1,3,3,0.1,10,0.858,30.0
INV00012877,2025-12-31,S026,P00377,SUP0040,6,0,6,7,0.2333,11,0.951,25.72
INV00012878,2025-12-31,S026,P00378,SUP0005,3,1,2,6,0.2,4,0.858,10.0
INV00012879,2025-12-31,S026,P00379,SUP0026,3,3,0,6,0.2,4,0.845,0.0
INV00012880,2025-12-31,S026,P00380,SUP0015,9,8,1,9,0.3,5,0.991,3.33
INV00012881,2025-12-31,S026,P00381,SUP0037,2,1,1,4,0.1333,28,0.809,7.5
INV00012882,2025-12-31,S026,P00382,SUP0045,18,6,12,12,0.4,7,0.847,30.0
INV00012883,2025-12-31,S026,P00383,SUP0006,3,0,3,7,0.2333,12,0.852,12.86
INV00012884,2025-12-31,S026,P00384,SUP0025,7,6,1,9,0.3,24,0.983,3.33
INV00012885,2025-12-31,S026,P00385,SUP0043,6,4,2,4,0.1333,2,0.829,15.0
INV00012886,2025-12-31,S026,P00386,SUP0027,12,10,2,9,0.3,22,0.917,6.67
INV00012887,2025-12-31,S026,P00387,SUP0017,8,8,0,7,0.2333,4,0.858,0.0
INV00012888,2025-12-31,S026,P00388,SUP0029,1,0,1,1,0.0333,6,0.9,30.03
INV00012889,2025-12-31,S026,P00389,SUP0040,9,9,0,11,0.3667,11,0.951,0.0
INV00012890,2025-12-31,S026,P00390,SUP0030,9,6,3,6,0.2,11,0.96,15.0
INV00012891,2025-12-31,S026,P00391,SUP0049,6,1,5,5,0.1667,16,0.829,29.99
INV00012892,2025-12-31,S026,P00392,SUP0023,16,3,13,16,0.5333,25,0.938,24.38
INV00012893,2025-12-31,S026,P00393,SUP0014,9,0,9,11,0.3667,6,0.872,24.54
INV00012894,2025-12-31,S026,P00394,SUP0018,14,5,9,13,0.4333,17,0.888,20.77
INV00012895,2025-12-31,S026,P00395,SUP0013,3,2,1,8,0.2667,22,0.804,3.75
INV00012896,2025-12-31,S026,P00396,SUP0014,12,6,6,17,0.5667,6,0.872,10.59
INV00012897,2025-12-31,S026,P00397,SUP0001,9,5,4,14,0.4667,18,0.967,8.57
INV00012898,2025-12-31,S026,P00398,SUP0010,4,3,1,4,0.1333,30,0.95,7.5
INV00012899,2025-12-31,S026,P00399,SUP0001,1,0,1,4,0.1333,18,0.967,7.5
INV00012900,2025-12-31,S026,P00400,SUP0002,2,0,2,2,0.0667,14,0.955,29.99
INV00012901,2025-12-31,S026,P00401,SUP0049,5,0,5,6,0.2,16,0.829,25.0
INV00012902,2025-12-31,S026,P00402,SUP0019,3,1,2,3,0.1,26,0.868,20.0
INV00012903,2025-12-31,S026,P00403,SUP0048,7,0,7,5,0.1667,25,0.813,41.99
INV00012904,2025-12-31,S026,P00404,SUP0046,3,3,0,2,0.0667,5,0.844,0.0
INV00012905,2025-12-31,S026,P00405,SUP0041,1,1,0,1,0.0333,22,0.875,0.0
INV00012906,2025-12-31,S026,P00406,SUP0033,10,9,1,10,0.3333,10,0.948,3.0
INV00012907,2025-12-31,S026,P00407,SUP0031,4,1,3,7,0.2333,21,0.958,12.86
INV00012908,2025-12-31,S026,P00408,SUP0029,2,1,1,3,0.1,6,0.9,10.0
INV00012909,2025-12-31,S026,P00409,SUP0042,5,4,1,6,0.2,25,0.975,5.0
INV00012910,2025-12-31,S026,P00410,SUP0023,18,7,11,0,0.0,25,0.938,
INV00012911,2025-12-31,S026,P00411,SUP0039,2,2,0,6,0.2,10,0.858,0.0
INV00012912,2025-12-31,S026,P00412,SUP0033,2,1,1,3,0.1,10,0.948,10.0
INV00012913,2025-12-31,S026,P00413,SUP0025,2,1,1,4,0.1333,24,0.983,7.5
INV00012914,2025-12-31,S026,P00414,SUP0003,1,1,0,1,0.0333,14,0.947,0.0
INV00012915,2025-12-31,S026,P00415,SUP0027,8,3,5,6,0.2,22,0.917,25.0
INV00012916,2025-12-31,S026,P00416,SUP0018,12,8,4,13,0.4333,17,0.888,9.23
INV00012917,2025-12-31,S026,P00417,SUP0028,8,7,1,7,0.2333,3,0.981,4.29
INV00012918,2025-12-31,S026,P00418,SUP0012,9,2,7,7,0.2333,28,0.926,30.0
INV00012919,2025-12-31,S026,P00419,SUP0028,5,4,1,6,0.2,3,0.981,5.0
INV00012920,2025-12-31,S026,P00420,SUP0045,2,1,1,3,0.1,7,0.847,10.0
INV00012921,2025-12-31,S026,P00421,SUP0026,4,0,4,7,0.2333,4,0.845,17.15
INV00012922,2025-12-31,S026,P00422,SUP0007,6,3,3,7,0.2333,23,0.822,12.86
INV00012923,2025-12-31,S026,P00423,SUP0011,3,2,1,4,0.1333,24,0.81,7.5
INV00012924,2025-12-31,S026,P00424,SUP0004,4,0,4,5,0.1667,17,0.948,24.0
INV00012925,2025-12-31,S026,P00425,SUP0014,2,1,1,2,0.0667,6,0.872,14.99
INV00012926,2025-12-31,S026,P00426,SUP0034,5,5,0,5,0.1667,6,0.907,0.0
INV00012927,2025-12-31,S026,P00427,SUP0038,5,1,4,6,0.2,21,0.846,20.0
INV00012928,2025-12-31,S026,P00428,SUP0011,4,0,4,5,0.1667,24,0.81,24.0
INV00012929,2025-12-31,S026,P00429,SUP0009,2,1,1,4,0.1333,19,0.914,7.5
INV00012930,2025-12-31,S026,P00430,SUP0041,12,4,8,9,0.3,22,0.875,26.67
INV00012931,2025-12-31,S026,P00431,SUP0044,6,4,2,4,0.1333,29,0.972,15.0
INV00012932,2025-12-31,S026,P00432,SUP0017,4,2,2,11,0.3667,4,0.858,5.45
INV00012933,2025-12-31,S026,P00433,SUP0003,1,1,0,4,0.1333,14,0.947,0.0
INV00012934,2025-12-31,S026,P00434,SUP0010,16,10,6,12,0.4,30,0.95,15.0
INV00012935,2025-12-31,S026,P00435,SUP0005,4,2,2,6,0.2,4,0.858,10.0
INV00012936,2025-12-31,S026,P00436,SUP0004,4,1,3,4,0.1333,17,0.948,22.51
INV00012937,2025-12-31,S026,P00437,SUP0026,3,3,0,6,0.2,4,0.845,0.0
INV00012938,2025-12-31,S026,P00438,SUP0032,2,1,1,4,0.1333,2,0.899,7.5
INV00012939,2025-12-31,S026,P00439,SUP0015,1,0,1,1,0.0333,5,0.991,30.03
INV00012940,2025-12-31,S026,P00440,SUP0022,5,5,0,5,0.1667,16,0.819,0.0
INV00012941,2025-12-31,S026,P00441,SUP0014,10,0,10,7,0.2333,6,0.872,42.86
INV00012942,2025-12-31,S026,P00442,SUP0017,3,1,2,4,0.1333,4,0.858,15.0
INV00012943,2025-12-31,S026,P00443,SUP0021,7,6,1,7,0.2333,24,0.903,4.29
INV00012944,2025-12-31,S026,P00444,SUP0020,3,0,3,2,0.0667,23,0.878,44.98
INV00012945,2025-12-31,S026,P00445,SUP0020,3,1,2,4,0.1333,23,0.878,15.0
INV00012946,2025-12-31,S026,P00446,SUP0036,7,7,0,6,0.2,20,0.804,0.0
INV00012947,2025-12-31,S026,P00447,SUP0005,8,5,3,7,0.2333,4,0.858,12.86
INV00012948,2025-12-31,S026,P00448,SUP0010,1,0,1,1,0.0333,30,0.95,30.03
INV00012949,2025-12-31,S026,P00449,SUP0032,3,0,3,6,0.2,2,0.899,15.0
INV00012950,2025-12-31,S026,P00450,SUP0038,3,2,1,6,0.2,21,0.846,5.0
INV00012951,2025-12-31,S026,P00451,SUP0007,5,2,3,6,0.2,23,0.822,15.0
INV00012952,2025-12-31,S026,P00452,SUP0037,3,2,1,2,0.0667,28,0.809,14.99
INV00012953,2025-12-31,S026,P00453,SUP0016,4,3,1,5,0.1667,29,0.922,6.0
INV00012954,2025-12-31,S026,P00454,SUP0019,4,3,1,3,0.1,26,0.868,10.0
INV00012955,2025-12-31,S026,P00455,SUP0027,7,1,6,5,0.1667,22,0.917,35.99
INV00012956,2025-12-31,S026,P00456,SUP0033,2,1,1,2,0.0667,10,0.948,14.99
INV00012957,2025-12-31,S026,P00457,SUP0019,3,0,3,9,0.3,26,0.868,10.0
INV00012958,2025-12-31,S026,P00458,SUP0037,8,3,5,8,0.2667,28,0.809,18.75
INV00012959,2025-12-31,S026,P00459,SUP0035,2,0,2,2,0.0667,20,0.951,29.99
INV00012960,2025-12-31,S026,P00460,SUP0012,3,0,3,4,0.1333,28,0.926,22.51
INV00012961,2025-12-31,S026,P00461,SUP0023,4,2,2,5,0.1667,25,0.938,12.0
INV00012962,2025-12-31,S026,P00462,SUP0003,4,3,1,7,0.2333,14,0.947,4.29
INV00012963,2025-12-31,S026,P00463,SUP0043,3,0,3,5,0.1667,2,0.829,18.0
INV00012964,2025-12-31,S026,P00464,SUP0013,8,3,5,0,0.0,22,0.804,
INV00012965,2025-12-31,S026,P00465,SUP0021,14,7,7,10,0.3333,24,0.903,21.0
INV00012966,2025-12-31,S026,P00466,SUP0045,4,3,1,5,0.1667,7,0.847,6.0
INV00012967,2025-12-31,S026,P00467,SUP0033,13,9,4,11,0.3667,10,0.948,10.91
INV00012968,2025-12-31,S026,P00468,SUP0035,4,4,0,3,0.1,20,0.951,0.0
INV00012969,2025-12-31,S026,P00469,SUP0023,8,5,3,8,0.2667,25,0.938,11.25
INV00012970,2025-12-31,S026,P00470,SUP0050,6,1,5,5,0.1667,18,0.945,29.99
INV00012971,2025-12-31,S026,P00471,SUP0026,5,0,5,4,0.1333,4,0.845,37.51
INV00012972,2025-12-31,S026,P00472,SUP0013,26,7,19,0,0.0,22,0.804,
INV00012973,2025-12-31,S026,P00473,SUP0012,5,4,1,8,0.2667,28,0.926,3.75
INV00012974,2025-12-31,S026,P00474,SUP0039,1,1,0,1,0.0333,10,0.858,0.0
INV00012975,2025-12-31,S026,P00475,SUP0039,2,2,0,2,0.0667,10,0.858,0.0
INV00012976,2025-12-31,S026,P00476,SUP0038,2,1,1,2,0.0667,21,0.846,14.99
INV00012977,2025-12-31,S026,P00477,SUP0015,5,5,0,5,0.1667,5,0.991,0.0
INV00012978,2025-12-31,S026,P00478,SUP0041,4,3,1,4,0.1333,22,0.875,7.5
INV00012979,2025-12-31,S026,P00479,SUP0011,6,6,0,12,0.4,24,0.81,0.0
INV00012980,2025-12-31,S026,P00480,SUP0002,1,0,1,1,0.0333,14,0.955,30.03
INV00012981,2025-12-31,S026,P00481,SUP0014,4,1,3,10,0.3333,6,0.872,9.0
INV00012982,2025-12-31,S026,P00482,SUP0016,4,2,2,6,0.2,29,0.922,10.0
INV00012983,2025-12-31,S026,P00483,SUP0038,3,0,3,6,0.2,21,0.846,15.0
INV00012984,2025-12-31,S026,P00484,SUP0020,3,3,0,3,0.1,23,0.878,0.0
INV00012985,2025-12-31,S026,P00485,SUP0034,6,5,1,7,0.2333,6,0.907,4.29
INV00012986,2025-12-31,S026,P00486,SUP0012,10,9,1,8,0.2667,28,0.926,3.75
INV00012987,2025-12-31,S026,P00487,SUP0045,8,0,8,7,0.2333,7,0.847,34.29
INV00012988,2025-12-31,S026,P00488,SUP0029,6,4,2,5,0.1667,6,0.9,12.0
INV00012989,2025-12-31,S026,P00489,SUP0038,1,0,1,1,0.0333,21,0.846,30.03
INV00012990,2025-12-31,S026,P00490,SUP0025,3,1,2,6,0.2,24,0.983,10.0
INV00012991,2025-12-31,S026,P00491,SUP0010,15,1,14,13,0.4333,30,0.95,32.31
INV00012992,2025-12-31,S026,P00492,SUP0046,1,1,0,3,0.1,5,0.844,0.0
INV00012993,2025-12-31,S026,P00493,SUP0006,1,1,0,1,0.0333,12,0.852,0.0
INV00012994,2025-12-31,S026,P00494,SUP0048,9,1,8,9,0.3,25,0.813,26.67
INV00012995,2025-12-31,S026,P00495,SUP0018,2,0,2,3,0.1,17,0.888,20.0
INV00012996,2025-12-31,S026,P00496,SUP0027,4,1,3,7,0.2333,22,0.917,12.86
INV00012997,2025-12-31,S026,P00497,SUP0011,1,0,1,1,0.0333,24,0.81,30.03
INV00012998,2025-12-31,S026,P00498,SUP0038,5,2,3,8,0.2667,21,0.846,11.25
INV00012999,2025-12-31,S026,P00499,SUP0018,4,3,1,3,0.1,17,0.888,10.0
INV00013000,2025-12-31,S026,P00500,SUP0038,3,3,0,3,0.1,21,0.846,0.0
INV00013001,2025-12-31,S027,P00001,SUP0043,2,0,2,2,0.0667,2,0.829,29.99
INV00013002,2025-12-31,S027,P00002,SUP0022,3,0,3,4,0.1333,16,0.819,22.51
INV00013003,2025-12-31,S027,P00003,SUP0023,2,2,0,3,0.1,25,0.938,0.0
INV00013004,2025-12-31,S027,P00004,SUP0018,7,7,0,8,0.2667,17,0.888,0.0
INV00013005,2025-12-31,S027,P00005,SUP0016,4,0,4,5,0.1667,29,0.922,24.0
INV00013006,2025-12-31,S027,P00006,SUP0034,5,4,1,5,0.1667,6,0.907,6.0
INV00013007,2025-12-31,S027,P00007,SUP0014,8,8,0,9,0.3,6,0.872,0.0
INV00013008,2025-12-31,S027,P00008,SUP0017,3,0,3,5,0.1667,4,0.858,18.0
INV00013009,2025-12-31,S027,P00009,SUP0015,1,0,1,3,0.1,5,0.991,10.0
INV00013010,2025-12-31,S027,P00010,SUP0013,3,3,0,2,0.0667,22,0.804,0.0
INV00013011,2025-12-31,S027,P00011,SUP0034,1,0,1,1,0.0333,6,0.907,30.03
INV00013012,2025-12-31,S027,P00012,SUP0014,5,2,3,5,0.1667,6,0.872,18.0
INV00013013,2025-12-31,S027,P00013,SUP0029,2,0,2,2,0.0667,6,0.9,29.99
INV00013014,2025-12-31,S027,P00014,SUP0011,6,4,2,6,0.2,24,0.81,10.0
INV00013015,2025-12-31,S027,P00015,SUP0010,2,0,2,2,0.0667,30,0.95,29.99
INV00013016,2025-12-31,S027,P00016,SUP0020,8,1,7,5,0.1667,23,0.878,41.99
INV00013017,2025-12-31,S027,P00017,SUP0015,1,0,1,3,0.1,5,0.991,10.0
INV00013018,2025-12-31,S027,P00018,SUP0008,2,2,0,3,0.1,14,0.883,0.0
INV00013019,2025-12-31,S027,P00019,SUP0003,2,0,2,3,0.1,14,0.947,20.0
INV00013020,2025-12-31,S027,P00020,SUP0045,1,1,0,2,0.0667,7,0.847,0.0
INV00013021,2025-12-31,S027,P00021,SUP0049,5,0,5,8,0.2667,16,0.829,18.75
INV00013022,2025-12-31,S027,P00022,SUP0026,7,0,7,6,0.2,4,0.845,35.0
INV00013023,2025-12-31,S027,P00023,SUP0049,8,3,5,6,0.2,16,0.829,25.0
INV00013024,2025-12-31,S027,P00024,SUP0015,10,2,8,0,0.0,5,0.991,
INV00013025,2025-12-31,S027,P00025,SUP0040,5,4,1,5,0.1667,11,0.951,6.0
INV00013026,2025-12-31,S027,P00026,SUP0008,2,1,1,4,0.1333,14,0.883,7.5
INV00013027,2025-12-31,S027,P00027,SUP0021,8,7,1,6,0.2,24,0.903,5.0
INV00013028,2025-12-31,S027,P00028,SUP0019,3,1,2,4,0.1333,26,0.868,15.0
INV00013029,2025-12-31,S027,P00029,SUP0035,2,0,2,5,0.1667,20,0.951,12.0
INV00013030,2025-12-31,S027,P00030,SUP0010,7,3,4,6,0.2,30,0.95,20.0
INV00013031,2025-12-31,S027,P00031,SUP0012,13,3,10,12,0.4,28,0.926,25.0
INV00013032,2025-12-31,S027,P00032,SUP0015,1,0,1,2,0.0667,5,0.991,14.99
INV00013033,2025-12-31,S027,P00033,SUP0038,1,1,0,3,0.1,21,0.846,0.0
INV00013034,2025-12-31,S027,P00034,SUP0046,6,1,5,5,0.1667,5,0.844,29.99
INV00013035,2025-12-31,S027,P00035,SUP0025,1,1,0,1,0.0333,24,0.983,0.0
INV00013036,2025-12-31,S027,P00036,SUP0044,7,2,5,6,0.2,29,0.972,25.0
INV00013037,2025-12-31,S027,P00037,SUP0033,3,1,2,8,0.2667,10,0.948,7.5
INV00013038,2025-12-31,S027,P00038,SUP0028,2,1,1,4,0.1333,3,0.981,7.5
INV00013039,2025-12-31,S027,P00039,SUP0016,4,4,0,3,0.1,29,0.922,0.0
INV00013040,2025-12-31,S027,P00040,SUP0024,3,1,2,5,0.1667,23,0.912,12.0
INV00013041,2025-12-31,S027,P00041,SUP0029,5,5,0,4,0.1333,6,0.9,0.0
INV00013042,2025-12-31,S027,P00042,SUP0022,3,0,3,5,0.1667,16,0.819,18.0
INV00013043,2025-12-31,S027,P00043,SUP0035,1,1,0,1,0.0333,20,0.951,0.0
INV00013044,2025-12-31,S027,P00044,SUP0044,3,1,2,2,0.0667,29,0.972,29.99
INV00013045,2025-12-31,S027,P00045,SUP0046,2,2,0,3,0.1,5,0.844,0.0
INV00013046,2025-12-31,S027,P00046,SUP0009,13,8,5,9,0.3,19,0.914,16.67
INV00013047,2025-12-31,S027,P00047,SUP0045,7,1,6,6,0.2,7,0.847,30.0
INV00013048,2025-12-31,S027,P00048,SUP0008,9,2,7,7,0.2333,14,0.883,30.0
INV00013049,2025-12-31,S027,P00049,SUP0006,21,3,18,0,0.0,12,0.852,
INV00013050,2025-12-31,S027,P00050,SUP0046,6,3,3,4,0.1333,5,0.844,22.51
INV00013051,2025-12-31,S027,P00051,SUP0003,3,3,0,5,0.1667,14,0.947,0.0
INV00013052,2025-12-31,S027,P00052,SUP0005,4,1,3,4,0.1333,4,0.858,22.51
INV00013053,2025-12-31,S027,P00053,SUP0047,1,1,0,1,0.0333,23,0.949,0.0
INV00013054,2025-12-31,S027,P00054,SUP0011,1,1,0,1,0.0333,24,0.81,0.0
INV00013055,2025-12-31,S027,P00055,SUP0048,3,2,1,4,0.1333,25,0.813,7.5
INV00013056,2025-12-31,S027,P00056,SUP0002,9,3,6,7,0.2333,14,0.955,25.72
INV00013057,2025-12-31,S027,P00057,SUP0009,3,3,0,7,0.2333,19,0.914,0.0
INV00013058,2025-12-31,S027,P00058,SUP0007,7,3,4,6,0.2,23,0.822,20.0
INV00013059,2025-12-31,S027,P00059,SUP0042,5,1,4,8,0.2667,25,0.975,15.0
INV00013060,2025-12-31,S027,P00060,SUP0009,5,2,3,5,0.1667,19,0.914,18.0
INV00013061,2025-12-31,S027,P00061,SUP0029,5,3,2,4,0.1333,6,0.9,15.0
INV00013062,2025-12-31,S027,P00062,SUP0019,2,2,0,2,0.0667,26,0.868,0.0
INV00013063,2025-12-31,S027,P00063,SUP0027,8,2,6,6,0.2,22,0.917,30.0
INV00013064,2025-12-31,S027,P00064,SUP0008,5,3,2,6,0.2,14,0.883,10.0
INV00013065,2025-12-31,S027,P00065,SUP0028,12,9,3,11,0.3667,3,0.981,8.18
INV00013066,2025-12-31,S027,P00066,SUP0004,1,1,0,2,0.0667,17,0.948,0.0
INV00013067,2025-12-31,S027,P00067,SUP0032,2,2,0,3,0.1,2,0.899,0.0
INV00013068,2025-12-31,S027,P00068,SUP0006,5,5,0,10,0.3333,12,0.852,0.0
INV00013069,2025-12-31,S027,P00069,SUP0032,1,1,0,1,0.0333,2,0.899,0.0
INV00013070,2025-12-31,S027,P00070,SUP0048,4,2,2,3,0.1,25,0.813,20.0
INV00013071,2025-12-31,S027,P00071,SUP0036,1,0,1,3,0.1,20,0.804,10.0
INV00013072,2025-12-31,S027,P00072,SUP0031,3,0,3,5,0.1667,21,0.958,18.0
INV00013073,2025-12-31,S027,P00073,SUP0042,4,4,0,4,0.1333,25,0.975,0.0
INV00013074,2025-12-31,S027,P00074,SUP0011,1,0,1,1,0.0333,24,0.81,30.03
INV00013075,2025-12-31,S027,P00075,SUP0001,1,0,1,3,0.1,18,0.967,10.0
INV00013076,2025-12-31,S027,P00076,SUP0030,1,1,0,3,0.1,11,0.96,0.0
INV00013077,2025-12-31,S027,P00077,SUP0008,8,8,0,7,0.2333,14,0.883,0.0
INV00013078,2025-12-31,S027,P00078,SUP0044,1,0,1,1,0.0333,29,0.972,30.03
INV00013079,2025-12-31,S027,P00079,SUP0045,8,4,4,8,0.2667,7,0.847,15.0
INV00013080,2025-12-31,S027,P00080,SUP0027,7,2,5,5,0.1667,22,0.917,29.99
INV00013081,2025-12-31,S027,P00081,SUP0019,9,4,5,7,0.2333,26,0.868,21.43
INV00013082,2025-12-31,S027,P00082,SUP0022,4,0,4,8,0.2667,16,0.819,15.0
INV00013083,2025-12-31,S027,P00083,SUP0036,15,0,15,13,0.4333,20,0.804,34.62
INV00013084,2025-12-31,S027,P00084,SUP0035,13,5,8,10,0.3333,20,0.951,24.0
INV00013085,2025-12-31,S027,P00085,SUP0028,5,1,4,5,0.1667,3,0.981,24.0
INV00013086,2025-12-31,S027,P00086,SUP0004,6,5,1,6,0.2,17,0.948,5.0
INV00013087,2025-12-31,S027,P00087,SUP0002,4,1,3,4,0.1333,14,0.955,22.51
INV00013088,2025-12-31,S027,P00088,SUP0037,8,0,8,8,0.2667,28,0.809,30.0
INV00013089,2025-12-31,S027,P00089,SUP0013,16,7,9,12,0.4,22,0.804,22.5
INV00013090,2025-12-31,S027,P00090,SUP0001,5,1,4,4,0.1333,18,0.967,30.01
INV00013091,2025-12-31,S027,P00091,SUP0034,7,6,1,7,0.2333,6,0.907,4.29
INV00013092,2025-12-31,S027,P00092,SUP0050,3,3,0,6,0.2,18,0.945,0.0
INV00013093,2025-12-31,S027,P00093,SUP0021,4,3,1,6,0.2,24,0.903,5.0
INV00013094,2025-12-31,S027,P00094,SUP0008,1,0,1,1,0.0333,14,0.883,30.03
INV00013095,2025-12-31,S027,P00095,SUP0002,7,0,7,7,0.2333,14,0.955,30.0
INV00013096,2025-12-31,S027,P00096,SUP0026,4,0,4,6,0.2,4,0.845,20.0
INV00013097,2025-12-31,S027,P00097,SUP0049,2,2,0,3,0.1,16,0.829,0.0
INV00013098,2025-12-31,S027,P00098,SUP0042,8,6,2,7,0.2333,25,0.975,8.57
INV00013099,2025-12-31,S027,P00099,SUP0021,2,0,2,2,0.0667,24,0.903,29.99
INV00013100,2025-12-31,S027,P00100,SUP0008,4,1,3,4,0.1333,14,0.883,22.51
INV00013101,2025-12-31,S027,P00101,SUP0011,4,4,0,4,0.1333,24,0.81,0.0
INV00013102,2025-12-31,S027,P00102,SUP0044,7,5,2,9,0.3,29,0.972,6.67
INV00013103,2025-12-31,S027,P00103,SUP0038,1,1,0,1,0.0333,21,0.846,0.0
INV00013104,2025-12-31,S027,P00104,SUP0017,4,2,2,4,0.1333,4,0.858,15.0
INV00013105,2025-12-31,S027,P00105,SUP0047,1,0,1,2,0.0667,23,0.949,14.99
INV00013106,2025-12-31,S027,P00106,SUP0041,1,1,0,1,0.0333,22,0.875,0.0
INV00013107,2025-12-31,S027,P00107,SUP0018,6,1,5,7,0.2333,17,0.888,21.43
INV00013108,2025-12-31,S027,P00108,SUP0032,3,3,0,6,0.2,2,0.899,0.0
INV00013109,2025-12-31,S027,P00109,SUP0039,6,3,3,5,0.1667,10,0.858,18.0
INV00013110,2025-12-31,S027,P00110,SUP0014,3,3,0,3,0.1,6,0.872,0.0
INV00013111,2025-12-31,S027,P00111,SUP0033,2,2,0,4,0.1333,10,0.948,0.0
INV00013112,2025-12-31,S027,P00112,SUP0018,5,1,4,6,0.2,17,0.888,20.0
INV00013113,2025-12-31,S027,P00113,SUP0036,8,2,6,7,0.2333,20,0.804,25.72
INV00013114,2025-12-31,S027,P00114,SUP0042,6,2,4,5,0.1667,25,0.975,24.0
INV00013115,2025-12-31,S027,P00115,SUP0020,2,1,1,5,0.1667,23,0.878,6.0
INV00013116,2025-12-31,S027,P00116,SUP0034,7,3,4,0,0.0,6,0.907,
INV00013117,2025-12-31,S027,P00117,SUP0010,6,0,6,7,0.2333,30,0.95,25.72
INV00013118,2025-12-31,S027,P00118,SUP0043,4,0,4,4,0.1333,2,0.829,30.01
INV00013119,2025-12-31,S027,P00119,SUP0029,8,0,8,6,0.2,6,0.9,40.0
INV00013120,2025-12-31,S027,P00120,SUP0012,4,0,4,4,0.1333,28,0.926,30.01
INV00013121,2025-12-31,S027,P00121,SUP0047,1,1,0,1,0.0333,23,0.949,0.0
INV00013122,2025-12-31,S027,P00122,SUP0015,5,3,2,6,0.2,5,0.991,10.0
INV00013123,2025-12-31,S027,P00123,SUP0030,2,2,0,3,0.1,11,0.96,0.0
INV00013124,2025-12-31,S027,P00124,SUP0047,2,2,0,6,0.2,23,0.949,0.0
INV00013125,2025-12-31,S027,P00125,SUP0032,3,3,0,6,0.2,2,0.899,0.0
INV00013126,2025-12-31,S027,P00126,SUP0029,9,9,0,6,0.2,6,0.9,0.0
INV00013127,2025-12-31,S027,P00127,SUP0003,4,2,2,3,0.1,14,0.947,20.0
INV00013128,2025-12-31,S027,P00128,SUP0017,2,1,1,5,0.1667,4,0.858,6.0
INV00013129,2025-12-31,S027,P00129,SUP0034,2,0,2,3,0.1,6,0.907,20.0
INV00013130,2025-12-31,S027,P00130,SUP0032,7,1,6,6,0.2,2,0.899,30.0
INV00013131,2025-12-31,S027,P00131,SUP0023,3,3,0,2,0.0667,25,0.938,0.0
INV00013132,2025-12-31,S027,P00132,SUP0046,8,4,4,8,0.2667,5,0.844,15.0
INV00013133,2025-12-31,S027,P00133,SUP0045,1,0,1,1,0.0333,7,0.847,30.03
INV00013134,2025-12-31,S027,P00134,SUP0014,6,0,6,5,0.1667,6,0.872,35.99
INV00013135,2025-12-31,S027,P00135,SUP0035,1,1,0,1,0.0333,20,0.951,0.0
INV00013136,2025-12-31,S027,P00136,SUP0036,12,10,2,8,0.2667,20,0.804,7.5
INV00013137,2025-12-31,S027,P00137,SUP0021,2,1,1,2,0.0667,24,0.903,14.99
INV00013138,2025-12-31,S027,P00138,SUP0040,3,3,0,6,0.2,11,0.951,0.0
INV00013139,2025-12-31,S027,P00139,SUP0017,4,0,4,7,0.2333,4,0.858,17.15
INV00013140,2025-12-31,S027,P00140,SUP0020,4,3,1,3,0.1,23,0.878,10.0
INV00013141,2025-12-31,S027,P00141,SUP0001,7,5,2,7,0.2333,18,0.967,8.57
INV00013142,2025-12-31,S027,P00142,SUP0034,1,1,0,1,0.0333,6,0.907,0.0
INV00013143,2025-12-31,S027,P00143,SUP0045,3,1,2,2,0.0667,7,0.847,29.99
INV00013144,2025-12-31,S027,P00144,SUP0035,6,3,3,6,0.2,20,0.951,15.0
INV00013145,2025-12-31,S027,P00145,SUP0022,7,4,3,6,0.2,16,0.819,15.0
INV00013146,2025-12-31,S027,P00146,SUP0022,5,1,4,11,0.3667,16,0.819,10.91
INV00013147,2025-12-31,S027,P00147,SUP0046,2,0,2,3,0.1,5,0.844,20.0
INV00013148,2025-12-31,S027,P00148,SUP0015,2,1,1,2,0.0667,5,0.991,14.99
INV00013149,2025-12-31,S027,P00149,SUP0036,2,0,2,3,0.1,20,0.804,20.0
